id_estudiante,nombre,anio_ingreso,ciclo,carrera,sociabilidad,comorbilidad,mascarilla
U202300799,Natalia Mendoza Ortega,2023,5,Relaciones Internacionales,0.92,0,0
U201800800,Santiago Ramirez Quispe,2018,10,Ingeniería de Software,0.58,0,0
U201800801,Mauro Carranza Palomino,2018,10,Comunicación y Periodismo,0.54,0,0
U201700802,Alonso Diaz Ibarra,2017,10,Psicología Educacional,0.52,0,0
U202200803,Natalia Gomez Zapata,2022,7,Ingeniería de Ciberseguridad,0.36,0,0
U202000804,Mariana Chavez Aguilar,2020,10,Comunicación y Periodismo,0.29,0,0
U202300805,Santiago Paredes Cruz,2023,5,Administración y Marketing,0.7,0,0
U202000806,Camila Lopez Arreola,2020,10,Relaciones Internacionales,0.5,0,0
U202500807,Paula Mendoza Paredes,2025,1,Administración,0.57,0,0
U202200808,Paula Flores Paredes,2022,6,Comunicación e Imagen Empresarial,0.34,0,0
U202400809,Andrea Paredes Hernandez,2024,2,Ingeniería de Sistemas de Información,0.99,0,0
U202200810,Valeria Torres Ortega,2022,6,Ingeniería de Sistemas de Información,0.63,0,0
U201700811,Jonatan Garcia Romero,2017,10,Economía y Ciencia de Datos,0.44,1,0
U202300812,Leonardo Morales Zapata,2023,4,Ingeniería Industrial,0.7,1,0
U202200813,Lucia Soto Vera,2022,7,Ingeniería Industrial,0.74,0,0
U202100814,Sofia Vargas Palomino,2021,9,Contabilidad y Administración,0.67,0,0
U202100815,Rafael Paredes Rivera,2021,8,Comunicación Audiovisual y Medios Interactivos,0.7,0,0
U202000816,Mariana Mendoza Hernandez,2020,10,Administración,0.77,0,0
U202000817,Matias Flores Zapata,2020,10,Comunicación Audiovisual y Medios Interactivos,0.68,0,0
U201800818,Gonzalo Diaz Vega,2018,10,Ingeniería Industrial,0.53,0,0
U201700819,Romina Castro Zapata,2017,10,Ingeniería de Gestión Empresarial,0.94,0,0
U201800820,Marcos Ramirez Arreola,2018,10,Administración,0.47,0,0
U201900821,Jonatan Garcia Escobar,2019,10,Comunicación y Periodismo,0.39,0,0
U202300822,Cesar Chavez Paredes,2023,4,Administración y Marketing,0.84,0,0
U201900823,Abril Gomez Delgado,2019,10,Psicología Educacional,0.27,0,0
U201900824,Valentino Soto Rivera,2019,10,Comunicación y Periodismo,0.82,0,0
U202500825,Pablo Torres Castañeda,2025,1,Comunicación y Periodismo,0.35,0,0
U201900826,Romina Guerrero Quispe,2019,10,Administración y Negocios Internacionales,0.54,0,0
U202200827,Lucia Lopez Vera,2022,6,Comunicación y Periodismo,0.73,0,0
U202400828,Natalia Gomez Silva,2024,2,Administración y Marketing,0.42,0,0
U202000829,Javier Medina Campos,2020,10,Ingeniería de Ciberseguridad,0.83,0,0
U202500830,Marcos Herrera Campos,2025,1,Ingeniería de Ciberseguridad,0.97,0,0
U202200831,Jonatan Carranza Silva,2022,7,Comunicación y Periodismo,0.47,0,0
U202000832,Thiago Lopez Vega,2020,10,Comunicación y Marketing,0.54,0,0
U201700833,Ignacio Medina Silva,2017,10,Ingeniería Civil,0.19,0,0
U202400834,Diego Perez Vega,2024,2,Ingeniería de Ciberseguridad,0.65,0,0
U202300835,Diego Perez Salas,2023,4,Psicología Educacional,0.68,0,0
U201800836,Marcos Morales Aguilar,2018,10,Administración y Finanzas,0.61,0,0
U202500837,Fabrizio Ramirez Mamani,2025,1,Contabilidad y Finanzas,0.51,0,0
U201800838,Belen Rojas Valdez,2018,10,Ingeniería de Gestión Empresarial,0.38,0,0
U201700839,Marcos Garcia Silva,2017,10,Comunicación e Imagen Empresarial,0.47,0,0
U202000840,Andrea Ramirez Arreola,2020,10,Contabilidad y Finanzas,0.25,0,0
U201700841,Renata Soto Delgado,2017,10,Ingeniería de Software,0.43,0,0
U202200842,Paula Torres Escobar,2022,7,Economía y Ciencia de Datos,0.55,0,0
U202500843,Romina Medina Campos,2025,1,Administración y Marketing,1,0,0
U202100844,Bruno Dominguez Castañeda,2021,8,Economía y Ciencia de Datos,0.39,0,0
U202500845,Alonso Paredes Palomino,2025,1,Ingeniería de Software,0.85,0,0
U202100846,Javier Dominguez Huamani,2021,8,Ingeniería de Sistemas de Información,0.78,0,0
U202000847,Valeria Perez Quispe,2020,10,Ingeniería Civil,1,0,0
U202400848,Sebastian Garcia Arreola,2024,3,Ingeniería de Gestión Empresarial,0.9,0,0
U202000849,Belen Medina Cruz,2020,10,Ingeniería Industrial,0.82,1,0
U202300850,Paula Reyes Rivera,2023,5,Ingeniería de Gestión Empresarial,0.53,1,0
U202000851,Paula Garcia Huamani,2020,10,Contabilidad y Finanzas,0.42,0,0
U201900852,Giancarlo Medina Campos,2019,10,Ingeniería de Sistemas de Información,0.38,0,0
U201900853,Natalia Perez Palomino,2019,10,Comunicación y Marketing,0.55,0,0
U202100854,Natalia Chavez Palomino,2021,8,Contabilidad y Administración,0.77,0,0
U202500855,Matias Torres Escobar,2025,1,Ingeniería de Ciberseguridad,0.72,1,0
U202000856,Sebastian Chavez Quispe,2020,10,Ingeniería de Ciberseguridad,0.48,0,0
U201900857,Belen Reyes Castañeda,2019,10,Psicología Educacional,0.72,0,0
U202400858,Leonardo Soto Ortega,2024,3,Comunicación e Imagen Empresarial,0.56,0,0
U202400859,Claudia Dominguez Huamani,2024,2,Derecho,0.65,0,0
U202100860,Marcos Carranza Quispe,2021,9,Administración y Marketing,0.73,1,0
U202100861,Mauro Salinas Hernandez,2021,9,Comunicación Audiovisual y Medios Interactivos,0.89,0,0
U201900862,Mariana Cabrera Hernandez,2019,10,Comunicación e Imagen Empresarial,0.9,0,0
U202200863,Thiago Lopez Salas,2022,6,Ingeniería Industrial,0.66,0,0
U201700864,Belen Carranza Ibarra,2017,10,Psicología Educacional,0.75,1,0
U202000865,Elisa Alvarez Escobar,2020,10,Comunicación Audiovisual y Medios Interactivos,0.18,1,0
U202200866,Jonatan Morales Campos,2022,7,Ingeniería de Sistemas de Información,1,0,0
U202300867,Romina Alvarez Aguilar,2023,5,Contabilidad y Administración,0.75,0,0
U202500868,Javier Torres Arreola,2025,1,Ingeniería Civil,0.59,0,0
U201900869,Alonso Herrera Vega,2019,10,Administración,0.78,0,0
U202100870,Cesar Lopez Arreola,2021,8,Comunicación Audiovisual y Medios Interactivos,0.73,0,0
U202000871,Valeria Reyes Vera,2020,10,Ingeniería de Gestión Empresarial,0.81,0,0
U202200872,Valentino Flores Huamani,2022,7,Psicología Educacional,0.95,0,0
U202500873,Marcos Chavez Palomino,2025,1,Psicología Educacional,0.28,0,0
U202300874,Sebastian Medina Castañeda,2023,5,Administración y Finanzas,0.65,0,0
U202200875,Cesar Vargas Hernandez,2022,6,Relaciones Internacionales,0.68,0,0
U202100876,Alonso Lopez Zapata,2021,9,Economía y Ciencia de Datos,0.86,0,0
U202400877,Isabella Garcia Escobar,2024,2,Administración y Finanzas,0.48,0,0
U202400878,Pablo Guerrero Aguilar,2024,3,Administración,0.64,0,0
U202500879,Santiago Gomez Silva,2025,1,Contabilidad y Finanzas,0.35,0,0
U202400880,Abril Medina Valdez,2024,3,Contabilidad y Administración,0.75,0,0
U202400881,Renata Salinas Palomino,2024,3,Ingeniería Civil,0.42,0,0
U202500882,Marcos Vargas Paredes,2025,1,Economía y Ciencia de Datos,0.57,0,0
U201800883,Sofia Chavez Vega,2018,10,Ingeniería de Sistemas de Información,0.55,0,0
U202100884,Gabriela Alvarez Huamani,2021,8,Comunicación y Marketing,0.91,0,0
U201700885,Emilia Chavez Castañeda,2017,10,Ingeniería de Sistemas de Información,0.61,0,0
U202300886,Matias Alvarez Escobar,2023,5,Administración,0.54,0,0
U201800887,Roxana Medina Zapata,2018,10,Comunicación y Periodismo,0.87,0,0
U202200888,Matias Dominguez Huamani,2022,7,Contabilidad y Finanzas,0.56,0,0
U202300889,Daniel Ramirez Aguilar,2023,5,Comunicación y Periodismo,0.49,0,0
U202400890,Daniel Herrera Romero,2024,3,Ingeniería de Ciberseguridad,0.68,0,0
U202000891,Gabriela Huamani Vega,2020,10,Contabilidad y Administración,0.79,0,0
U201800892,Angel Mendoza Palomino,2018,10,Administración y Finanzas,0.66,1,0
U201700893,Paula Alvarez Vera,2017,10,Economía y Ciencia de Datos,0.75,0,0
U202500894,Bruno Rojas Delgado,2025,1,Ingeniería Industrial,0.94,0,0
U201700895,Jonatan Diaz Campos,2017,10,Ingeniería de Software,1,1,0
U202000896,Franco Herrera Vera,2020,10,Administración y Negocios Internacionales,0.28,0,0
U201900897,Roxana Paredes Escobar,2019,10,Administración,0.47,0,0
U202400898,Aldo Carranza Silva,2024,2,Comunicación e Imagen Empresarial,0.57,0,0
U202000899,Franco Valverde Huamani,2020,10,Ingeniería Civil,0.58,0,0
U201800900,Gabriela Medina Campos,2018,10,Administración y Finanzas,1,1,0
U202100901,Santiago Salinas Castañeda,2021,8,Comunicación y Marketing,0.62,0,0
U202100902,Alejandro Castro Valdez,2021,8,Ingeniería Industrial,1,0,0
U202300903,Aldo Salinas Cruz,2023,5,Ingeniería de Ciberseguridad,0.43,0,0
U202500904,Renata Vargas Mamani,2025,1,Ingeniería de Software,0.5,0,0
U202400905,Carla Valverde Paredes,2024,3,Comunicación y Marketing,1,0,0
U202100906,Fabrizio Vargas Cruz,2021,9,Psicología Educacional,0.77,1,0
U202500907,Noelia Morales Campos,2025,1,Contabilidad y Finanzas,0.48,0,0
U202500908,Marcos Mendoza Huamani,2025,1,Comunicación y Periodismo,0.8,0,0
U202400909,Mauro Flores Silva,2024,3,Psicología Educacional,1,0,0
U202400910,Elisa Garcia Paredes,2024,2,Derecho,0.81,0,0
U201800911,Daniel Soto Arreola,2018,10,Ingeniería Civil,0.67,0,0
U202500912,Santiago Dominguez Arreola,2025,1,Comunicación y Periodismo,0.49,1,0
U201900913,Marcos Carranza Vera,2019,10,Ingeniería de Ciberseguridad,0.6,1,0
U202400914,Fabrizio Carranza Vega,2024,2,Administración,0.42,0,0
U202400915,Ignacio Medina Aguilar,2024,2,Comunicación e Imagen Empresarial,0.67,0,0
U202500916,Daniel Rojas Quispe,2025,1,Administración y Marketing,0.29,0,0
U202500917,Ariana Salinas Delgado,2025,1,Derecho,0.72,0,0
U202400918,Ariana Valverde Campos,2024,3,Relaciones Internacionales,0.91,1,0
U202000919,Franco Mendoza Campos,2020,10,Comunicación e Imagen Empresarial,0.71,0,0
U202000920,Valeria Morales Ortega,2020,10,Administración,0.92,1,0
U201900921,Abril Garcia Silva,2019,10,Administración,0.85,0,0
U201900922,Aldo Chavez Paredes,2019,10,Administración y Negocios Internacionales,0.89,0,0
U202400923,Carla Lopez Salas,2024,3,Contabilidad y Finanzas,0.26,0,0
U201700924,Valentino Morales Vera,2017,10,Comunicación e Imagen Empresarial,0.69,0,0
U202100925,Andrea Valverde Valdez,2021,9,Contabilidad y Finanzas,0.91,0,0
U202000926,Santiago Gomez Arreola,2020,10,Administración y Finanzas,0.58,0,0
U202400927,Valeria Rojas Castañeda,2024,2,Administración y Finanzas,0.34,0,0
U201700928,Valeria Flores Mamani,2017,10,Comunicación e Imagen Empresarial,0.92,0,0
U201900929,Mauro Castro Zapata,2019,10,Comunicación y Periodismo,0.94,0,0
U202200930,Liliana Morales Paredes,2022,7,Comunicación y Marketing,0.89,0,0
U202100931,Belen Medina Palomino,2021,8,Derecho,0.77,0,0
U202300932,Thiago Dominguez Salas,2023,5,Derecho,0.85,0,0
U201900933,Elisa Paredes Salas,2019,10,Psicología Educacional,0.44,1,0
U202200934,Mateo Huamani Vera,2022,7,Administración,0.53,0,0
U202000935,Abril Paredes Valdez,2020,10,Administración y Finanzas,0.57,0,0
U202400936,Ariana Diaz Mamani,2024,2,Comunicación Audiovisual y Medios Interactivos,0.63,0,0
U202300937,Elisa Gomez Quispe,2023,4,Ingeniería Industrial,0.48,0,0
U202300938,Pablo Cabrera Vera,2023,4,Contabilidad y Administración,0.59,0,0
U201900939,Liliana Huamani Ortega,2019,10,Relaciones Internacionales,0.51,0,0
U202000940,Isabella Morales Rivera,2020,10,Ingeniería de Gestión Empresarial,0.7,0,0
U201800941,Mariana Flores Rivera,2018,10,Relaciones Internacionales,0.54,0,0
U202300942,Martin Flores Mamani,2023,4,Administración,0.65,0,0
U201900943,Renata Morales Salas,2019,10,Administración y Marketing,0.52,0,0
U202200944,Noelia Torres Silva,2022,7,Economía y Ciencia de Datos,0.82,0,0
U201800945,Claudia Castro Vera,2018,10,Contabilidad y Finanzas,0.77,0,0
U201900946,Valeria Chavez Mamani,2019,10,Derecho,0.76,0,0
U202200947,Leonardo Garcia Arreola,2022,7,Comunicación y Periodismo,0.88,0,0
U201800948,Angel Alvarez Romero,2018,10,Ingeniería de Ciberseguridad,0.49,0,0
U201900949,Paula Morales Escobar,2019,10,Ingeniería Civil,0.24,0,0
U202300950,Paula Gomez Vega,2023,5,Administración y Marketing,0.73,0,0
U202200951,Emilia Vargas Romero,2022,7,Comunicación Audiovisual y Medios Interactivos,0.55,0,0
U201800952,Pablo Dominguez Hernandez,2018,10,Ingeniería de Ciberseguridad,0.72,1,0
U201700953,Thiago Flores Zapata,2017,10,Ingeniería de Gestión Empresarial,0.5,0,0
U202300954,Aldo Perez Mamani,2023,5,Ingeniería de Software,0.67,0,0
U202500955,Roxana Perez Hernandez,2025,1,Ingeniería de Ciberseguridad,0.76,1,0
U202500956,Roxana Alvarez Aguilar,2025,1,Administración y Marketing,0.21,0,0
U202300957,Santiago Flores Arreola,2023,5,Ingeniería de Sistemas de Información,0.66,0,0
U202300958,Camila Reyes Silva,2023,4,Comunicación e Imagen Empresarial,0.93,1,0
U202500959,Noelia Rojas Vera,2025,1,Administración y Finanzas,0.63,0,0
U202300960,Romina Gomez Escobar,2023,4,Ingeniería Civil,0.37,0,0
U202400961,Alonso Reyes Vera,2024,2,Comunicación y Marketing,0.96,0,0
U202500962,Angel Flores Palomino,2025,1,Ingeniería Industrial,0.77,0,0
U202300963,Emilia Flores Zapata,2023,5,Administración y Negocios Internacionales,0.39,0,0
U202500964,Martin Castro Vera,2025,1,Ingeniería de Software,0.76,1,0
U202200965,Aldo Diaz Rivera,2022,6,Administración y Marketing,0.34,0,0
U202500966,Rafael Guerrero Castañeda,2025,1,Ingeniería Industrial,0.37,0,0
U202300967,Camila Reyes Cruz,2023,5,Comunicación y Marketing,0.74,0,0
U202000968,Alejandro Salinas Zapata,2020,10,Comunicación e Imagen Empresarial,0.81,0,0
U201700969,Elisa Mendoza Escobar,2017,10,Ingeniería de Gestión Empresarial,0.82,0,0
U202400970,Romina Cabrera Vega,2024,3,Contabilidad y Administración,0.27,0,0
U202300971,Mauro Carranza Vera,2023,5,Ingeniería de Software,0.92,1,0
U202400972,Claudia Paredes Ibarra,2024,2,Ingeniería Civil,0.96,0,0
U201800973,Jonatan Morales Romero,2018,10,Psicología Educacional,0.64,0,0
U202400974,Carla Diaz Silva,2024,3,Ingeniería de Gestión Empresarial,0.65,0,0
U202200975,Alejandro Cabrera Romero,2022,6,Psicología Educacional,0.36,0,0
U202300976,Matias Perez Aguilar,2023,4,Comunicación e Imagen Empresarial,0.58,0,0
U201900977,Andrea Torres Vera,2019,10,Administración y Finanzas,0.27,0,0
U202400978,Alonso Huamani Romero,2024,2,Ingeniería de Sistemas de Información,0.57,0,0
U202000979,Romina Morales Silva,2020,10,Comunicación y Marketing,0.97,0,0
U201900980,Cesar Paredes Vera,2019,10,Administración y Marketing,1,0,0
U201800981,Romina Rojas Castañeda,2018,10,Psicología Educacional,0.68,0,0
U201700982,Gabriela Dominguez Ortega,2017,10,Ingeniería de Gestión Empresarial,0.8,1,0
U201700983,Pablo Carranza Salas,2017,10,Relaciones Internacionales,0.91,0,0
U201800984,Thiago Salinas Huamani,2018,10,Administración,0.36,0,0
U202100985,Franco Valverde Rivera,2021,8,Economía y Ciencia de Datos,0.62,0,0
U202300986,Angel Valverde Aguilar,2023,5,Administración y Negocios Internacionales,0.59,0,0
U201700987,Thiago Dominguez Zapata,2017,10,Comunicación y Marketing,0.73,0,0
U202100988,Valeria Lopez Salas,2021,8,Administración y Finanzas,0.39,0,0
U201800989,Ignacio Dominguez Delgado,2018,10,Derecho,0.68,0,0
U202400990,Angel Lopez Silva,2024,3,Comunicación y Marketing,0.48,1,0
U201900991,Belen Lopez Paredes,2019,10,Administración y Finanzas,0.62,1,0
U202400992,Laura Carranza Arreola,2024,3,Administración y Marketing,1,0,0
U202400993,Alonso Morales Ibarra,2024,2,Comunicación y Marketing,0.72,0,0
U202000994,Santiago Dominguez Ortega,2020,10,Comunicación Audiovisual y Medios Interactivos,0.74,0,0
U201800995,Lucia Guerrero Castañeda,2018,10,Ingeniería Civil,0.65,1,0
U201800996,Ariana Chavez Ortega,2018,10,Comunicación y Periodismo,0.6,0,0
U202000997,Laura Lopez Silva,2020,10,Ingeniería de Sistemas de Información,0.76,0,0
U202000998,Cesar Medina Escobar,2020,10,Psicología Educacional,0.28,0,0
U202500999,Alejandro Paredes Vera,2025,1,Comunicación e Imagen Empresarial,0.7,1,0
U201801000,Diego Vargas Campos,2018,10,Ingeniería Civil,0.48,0,0
U202401001,Santiago Alvarez Palomino,2024,3,Administración y Finanzas,0.66,0,0
U202001002,Bruno Garcia Quispe,2020,10,Psicología Educacional,0.67,0,0
U202501003,Pablo Cabrera Escobar,2025,1,Administración y Marketing,0.51,0,0
U202201004,Angel Gomez Mamani,2022,7,Ingeniería Civil,0.48,1,0
U201901005,Camila Morales Delgado,2019,10,Contabilidad y Administración,1,0,0
U202501006,Martin Garcia Cruz,2025,1,Ingeniería de Sistemas de Información,0.34,0,0
U202001007,Thiago Huamani Ortega,2020,10,Derecho,0.63,0,0
U201701008,Javier Castro Campos,2017,10,Economía y Ciencia de Datos,0.93,0,0
U202401009,Javier Alvarez Romero,2024,2,Administración y Marketing,0.64,0,0
U201701010,Camila Morales Escobar,2017,10,Ingeniería de Ciberseguridad,0.38,1,0
U201801011,Ariana Guerrero Aguilar,2018,10,Comunicación e Imagen Empresarial,0.65,0,0
U202201012,Natalia Carranza Huamani,2022,6,Comunicación e Imagen Empresarial,0.77,0,0
U201801013,Pablo Alvarez Palomino,2018,10,Ingeniería de Gestión Empresarial,0.9,0,0
U201901014,Renata Salinas Rivera,2019,10,Administración y Marketing,0.61,0,0
U201701015,Mauro Perez Huamani,2017,10,Ingeniería de Ciberseguridad,0.38,0,0
U201801016,Gonzalo Vargas Zapata,2018,10,Psicología Educacional,0.59,1,0
U202001017,Mariana Garcia Paredes,2020,10,Comunicación Audiovisual y Medios Interactivos,0.54,0,0
U202201018,Abril Alvarez Salas,2022,6,Ingeniería de Ciberseguridad,0.6,0,0
U202301019,Lucia Herrera Escobar,2023,5,Comunicación y Marketing,0.88,0,0
U202001020,Ariana Soto Arreola,2020,10,Comunicación e Imagen Empresarial,0.78,0,0
U202201021,Emilia Soto Rivera,2022,6,Comunicación e Imagen Empresarial,0.42,0,0
U202501022,Alejandro Herrera Ortega,2025,1,Contabilidad y Administración,0.86,0,0
U201701023,Abril Lopez Paredes,2017,10,Ingeniería de Gestión Empresarial,0.82,0,0
U202301024,Pablo Diaz Huamani,2023,5,Contabilidad y Finanzas,0.62,0,0
U202001025,Valeria Reyes Vera,2020,10,Ingeniería de Gestión Empresarial,0.68,0,0
U201901026,Gabriela Paredes Valdez,2019,10,Ingeniería Civil,0.43,0,0
U202001027,Abril Ramirez Zapata,2020,10,Psicología Educacional,0.5,0,0
U201701028,Javier Guerrero Ibarra,2017,10,Economía y Ciencia de Datos,0.88,0,0
U202101029,Marcos Vargas Rivera,2021,9,Administración,0.54,0,0
U202401030,Bruno Diaz Ortega,2024,2,Derecho,0.51,0,0
U202401031,Cesar Soto Valdez,2024,2,Ingeniería Civil,0.5,1,0
U202401032,Isabella Castro Silva,2024,2,Relaciones Internacionales,0.66,0,0
U201901033,Franco Rojas Zapata,2019,10,Comunicación y Periodismo,0.74,0,0
U201701034,Valentino Medina Hernandez,2017,10,Administración y Negocios Internacionales,0.75,0,0
U202001035,Sebastian Alvarez Vera,2020,10,Relaciones Internacionales,0.71,0,0
U202201036,Laura Soto Paredes,2022,6,Relaciones Internacionales,0.66,0,0
U201901037,Isabella Perez Ortega,2019,10,Ingeniería de Software,0.7,0,0
U202101038,Alejandro Guerrero Romero,2021,9,Psicología Educacional,0.89,1,0
U202501039,Romina Garcia Ibarra,2025,1,Comunicación y Periodismo,0.6,0,0
U201701040,Abril Guerrero Castañeda,2017,10,Comunicación Audiovisual y Medios Interactivos,0.56,0,0
U202401041,Giancarlo Flores Zapata,2024,3,Economía y Ciencia de Datos,0.6,0,0
U201701042,Daniel Mendoza Mamani,2017,10,Comunicación y Periodismo,0.74,0,0
U201701043,Andrea Torres Escobar,2017,10,Contabilidad y Administración,0.54,0,0
U202401044,Laura Perez Ibarra,2024,3,Contabilidad y Administración,0.48,0,0
U202201045,Rafael Medina Vera,2022,6,Psicología Educacional,0.69,0,0
U201901046,Aldo Salinas Valdez,2019,10,Comunicación y Periodismo,0.74,0,0
U201801047,Mateo Vargas Rivera,2018,10,Derecho,0.66,0,0
U202001048,Alonso Dominguez Zapata,2020,10,Derecho,0.72,0,0
U201801049,Lucia Flores Paredes,2018,10,Psicología Educacional,0.47,0,0
U201701050,Natalia Cabrera Ortega,2017,10,Administración y Marketing,0.56,1,0
U201901051,Giancarlo Perez Delgado,2019,10,Administración y Marketing,0.4,1,0
U202101052,Javier Perez Aguilar,2021,9,Administración y Marketing,0.77,0,0
U202101053,Santiago Soto Romero,2021,9,Ingeniería de Ciberseguridad,0.81,0,0
U202301054,Andrea Perez Vega,2023,5,Ingeniería de Sistemas de Información,0.66,0,0
U202101055,Jonatan Paredes Castañeda,2021,9,Ingeniería de Ciberseguridad,0.67,0,0
U201701056,Mariana Alvarez Vega,2017,10,Ingeniería de Sistemas de Información,0.73,0,0
U202501057,Pablo Soto Campos,2025,1,Economía y Ciencia de Datos,0.61,0,0
U202401058,Paula Herrera Ortega,2024,2,Comunicación Audiovisual y Medios Interactivos,0.67,0,0
U201701059,Jonatan Herrera Cruz,2017,10,Ingeniería de Ciberseguridad,0.86,0,0
U201801060,Emilia Torres Silva,2018,10,Administración y Negocios Internacionales,0.46,0,0
U201901061,Angel Reyes Salas,2019,10,Psicología Educacional,0.89,0,0
U201901062,Sebastian Carranza Escobar,2019,10,Psicología Educacional,0.55,0,0
U201901063,Daniel Lopez Quispe,2019,10,Ingeniería de Ciberseguridad,0.57,0,0
U202501064,Angel Mendoza Mamani,2025,1,Ingeniería de Software,0.53,0,0
U202301065,Sofia Gomez Zapata,2023,4,Comunicación e Imagen Empresarial,0.59,0,0
U202401066,Sofia Carranza Ibarra,2024,2,Ingeniería Industrial,0.63,0,0
U202301067,Valeria Cabrera Vega,2023,4,Ingeniería de Ciberseguridad,0.54,0,0
U201701068,Valentino Cabrera Campos,2017,10,Comunicación y Marketing,0.63,0,0
U202301069,Mauro Garcia Vega,2023,5,Economía y Ciencia de Datos,0.8,0,0
U202001070,Mateo Ramirez Arreola,2020,10,Economía y Ciencia de Datos,0.46,0,0
U202201071,Matias Valverde Delgado,2022,7,Comunicación y Marketing,0.39,0,0
U202001072,Andrea Herrera Valdez,2020,10,Contabilidad y Finanzas,0.8,0,0
U202401073,Jonatan Dominguez Vera,2024,3,Economía y Ciencia de Datos,0.55,1,0
U202101074,Natalia Chavez Cruz,2021,8,Ingeniería de Software,0.5,0,0
U202001075,Ignacio Castro Romero,2020,10,Economía y Ciencia de Datos,0.63,0,0
U202001076,Roxana Torres Paredes,2020,10,Ingeniería de Software,0.5,0,0
U201901077,Sebastian Chavez Cruz,2019,10,Derecho,0.43,0,0
U202501078,Gabriela Valverde Salas,2025,1,Ingeniería de Software,0.79,1,0
U201701079,Martin Torres Silva,2017,10,Administración y Negocios Internacionales,0.85,0,0
U201701080,Laura Medina Paredes,2017,10,Ingeniería de Software,0.41,0,0
U202001081,Emilia Diaz Aguilar,2020,10,Psicología Educacional,0.44,0,0
U202201082,Javier Lopez Cruz,2022,6,Administración,0.91,0,0
U202001083,Diego Mendoza Cruz,2020,10,Relaciones Internacionales,0.35,0,0
U201801084,Giancarlo Diaz Rivera,2018,10,Comunicación Audiovisual y Medios Interactivos,0.6,0,0
U201801085,Claudia Torres Delgado,2018,10,Comunicación e Imagen Empresarial,0.98,0,0
U202001086,Angel Medina Salas,2020,10,Ingeniería de Sistemas de Información,0.67,0,0
U202001087,Liliana Morales Arreola,2020,10,Administración y Marketing,0.37,0,0
U202201088,Alejandro Rojas Vega,2022,7,Ingeniería de Software,0.56,1,0
U202301089,Gabriela Garcia Cruz,2023,4,Ingeniería de Sistemas de Información,0.87,1,0
U202301090,Romina Salinas Hernandez,2023,4,Ingeniería Civil,0.55,0,0
U201701091,Mauro Carranza Ortega,2017,10,Ingeniería Industrial,0.52,0,0
U202301092,Belen Medina Paredes,2023,5,Comunicación e Imagen Empresarial,0.39,0,0
U202301093,Elisa Guerrero Silva,2023,5,Comunicación y Marketing,0.77,0,0
U202101094,Bruno Paredes Aguilar,2021,8,Relaciones Internacionales,1,0,0
U202001095,Matias Morales Mamani,2020,10,Comunicación y Periodismo,0.62,0,0
U202401096,Aldo Huamani Mamani,2024,3,Relaciones Internacionales,0.45,1,0
U202001097,Ignacio Soto Ibarra,2020,10,Administración y Marketing,0.96,0,0
U202001098,Fabrizio Rojas Ortega,2020,10,Administración y Finanzas,0.58,0,0
U202201099,Jonatan Perez Silva,2022,7,Contabilidad y Administración,0.76,0,0
U202401100,Pablo Rojas Hernandez,2024,3,Economía y Ciencia de Datos,0.93,1,0
U201901101,Lucia Flores Delgado,2019,10,Comunicación y Periodismo,0.65,0,0
U202001102,Romina Castro Salas,2020,10,Contabilidad y Finanzas,0.89,0,0
U201701103,Mauro Perez Paredes,2017,10,Relaciones Internacionales,0.57,0,0
U201801104,Jonatan Diaz Campos,2018,10,Economía y Ciencia de Datos,0.59,0,0
U202201105,Valeria Reyes Paredes,2022,7,Contabilidad y Finanzas,0.54,0,0
U201901106,Lucia Rojas Ibarra,2019,10,Administración y Negocios Internacionales,0.79,0,0
U202401107,Carla Vargas Silva,2024,2,Administración y Finanzas,0.88,0,0
U201701108,Ariana Guerrero Cruz,2017,10,Administración y Negocios Internacionales,0.5,0,0
U201801109,Noelia Flores Vega,2018,10,Ingeniería Industrial,0.38,0,0
U202101110,Noelia Huamani Castañeda,2021,8,Administración,0.82,0,0
U202201111,Daniel Huamani Aguilar,2022,6,Comunicación Audiovisual y Medios Interactivos,0.67,0,0
U202301112,Cesar Diaz Rivera,2023,5,Comunicación Audiovisual y Medios Interactivos,0.62,1,0
U202101113,Marcos Medina Zapata,2021,8,Ingeniería Industrial,0.91,0,0
U201801114,Leonardo Mendoza Vera,2018,10,Administración y Marketing,0.56,0,0
U202101115,Jonatan Castro Escobar,2021,9,Relaciones Internacionales,0.7,0,0
U202201116,Martin Rojas Zapata,2022,6,Psicología Educacional,0.54,0,0
U202201117,Cesar Chavez Salas,2022,7,Economía y Ciencia de Datos,0.53,0,0
U202501118,Alonso Garcia Aguilar,2025,1,Comunicación y Marketing,0.43,0,0
U201901119,Mariana Guerrero Ortega,2019,10,Administración,0.87,0,0
U202201120,Fabrizio Mendoza Mamani,2022,6,Ingeniería de Sistemas de Información,0.75,0,0
U202501121,Claudia Paredes Ibarra,2025,1,Derecho,0.6,0,0
U201801122,Rafael Medina Mamani,2018,10,Contabilidad y Administración,0.69,0,0
U202101123,Natalia Vargas Ibarra,2021,9,Administración y Negocios Internacionales,0.37,0,0
U201801124,Sofia Cabrera Hernandez,2018,10,Psicología Educacional,0.61,0,0
U202001125,Andrea Carranza Vega,2020,10,Ingeniería de Sistemas de Información,0.49,0,0
U201701126,Sofia Lopez Huamani,2017,10,Ingeniería de Sistemas de Información,0.73,1,0
